merchant_id,risk_label,composite_risk_score
RDS-03224,1,0.4
RDS-03225,0,0.1
RDS-03226,1,0.27
RDS-03227,1,0.25
RDS-03228,0,0.0
RDS-03229,0,0.15
RDS-03230,0,0.12
RDS-03231,0,0.12
RDS-03232,1,0.37
RDS-03233,0,0.0
RDS-03234,0,0.15
RDS-03235,0,0.1
RDS-03236,1,0.22
RDS-03237,1,0.42
RDS-03238,0,0.15
RDS-03239,1,0.27
RDS-03240,1,0.25
RDS-03241,0,0.15
RDS-03242,2,0.55
RDS-03243,2,0.65
RDS-03244,0,0.15
RDS-03245,0,0.1
RDS-03246,1,0.37
RDS-03247,1,0.25
RDS-03248,0,0.0
RDS-03249,0,0.0
RDS-03250,1,0.37
RDS-03251,1,0.25
RDS-03252,0,0.15
RDS-03253,1,0.37
RDS-03254,0,0.0
RDS-03255,1,0.22
RDS-03256,1,0.25
RDS-03257,0,0.15
RDS-03258,0,0.0
RDS-03259,1,0.27
RDS-03260,3,0.77
RDS-03261,0,0.15
RDS-03262,2,0.47
RDS-03263,2,0.57
RDS-03264,0,0.0
RDS-03265,0,0.0
RDS-03266,0,0.15
RDS-03267,0,0.0
RDS-03268,0,0.15
RDS-03269,0,0.0
RDS-03270,0,0.0
RDS-03271,1,0.22
RDS-03272,0,0.15
RDS-03273,0,0.15
RDS-03274,2,0.65
RDS-03275,0,0.0
RDS-03276,2,0.47
RDS-03277,1,0.27
RDS-03278,1,0.27
RDS-03279,1,0.4
RDS-03280,1,0.25
RDS-03281,2,0.65
RDS-03282,2,0.55
RDS-03283,1,0.3
RDS-03284,3,0.77
RDS-03285,1,0.32
RDS-03286,0,0.12
RDS-03287,0,0.12
RDS-03288,2,0.55
RDS-03289,0,0.0
RDS-03290,0,0.15
RDS-03291,0,0.15
RDS-03292,0,0.1
RDS-03293,0,0.0
RDS-03294,1,0.25
RDS-03295,0,0.0
RDS-03296,0,0.0
RDS-03297,0,0.0
RDS-03298,0,0.15
RDS-03299,1,0.3
RDS-03300,1,0.27
RDS-03301,1,0.25
RDS-03302,0,0.12
RDS-03303,0,0.12
RDS-03304,1,0.3
RDS-03305,0,0.0
RDS-03306,0,0.12
RDS-03307,0,0.12
RDS-03308,1,0.37
RDS-03309,1,0.22
RDS-03310,0,0.0
RDS-03311,0,0.1
RDS-03312,0,0.15
RDS-03313,1,0.25
RDS-03314,0,0.0
RDS-03315,0,0.15
RDS-03316,0,0.15
RDS-03317,0,0.1
RDS-03318,0,0.15
RDS-03319,1,0.25
RDS-03320,2,0.5
RDS-03321,0,0.15
RDS-03322,1,0.25
RDS-03323,1,0.4
RDS-03324,2,0.5
RDS-03325,0,0.15
RDS-03326,2,0.55
RDS-03327,1,0.27
RDS-03328,1,0.25
RDS-03329,0,0.1
RDS-03330,0,0.15
RDS-03331,0,0.15
RDS-03332,0,0.15
RDS-03333,1,0.32
RDS-03334,2,0.62
RDS-03335,0,0.1
RDS-03336,0,0.1
RDS-03337,1,0.3
RDS-03338,0,0.15
RDS-03339,0,0.1
RDS-03340,0,0.0
RDS-03341,1,0.27
RDS-03342,1,0.27
RDS-03343,3,0.72
RDS-03344,0,0.0
RDS-03345,1,0.27
RDS-03346,0,0.15
RDS-03347,0,0.15
RDS-03348,1,0.27
RDS-03349,1,0.25
RDS-03350,0,0.12
RDS-03351,1,0.25
RDS-03352,1,0.25
RDS-03353,0,0.12
RDS-03354,0,0.12
RDS-03355,1,0.25
RDS-03356,2,0.52
RDS-03357,1,0.27
RDS-03358,0,0.12
RDS-03359,0,0.12
RDS-03360,1,0.25
RDS-03361,1,0.42
RDS-03362,0,0.15
RDS-03363,2,0.5
RDS-03364,1,0.25
RDS-03365,0,0.12
RDS-03366,0,0.0
RDS-03367,1,0.25
RDS-03368,0,0.15
RDS-03369,0,0.12
RDS-03370,1,0.27
RDS-03371,0,0.12
RDS-03372,0,0.15
RDS-03373,0,0.0
RDS-03374,2,0.55
RDS-03375,3,0.72
RDS-03376,2,0.55
RDS-03377,0,0.0
RDS-03378,0,0.12
RDS-03379,0,0.12
RDS-03380,0,0.12
RDS-03381,0,0.12
RDS-03382,0,0.15
RDS-03383,1,0.22
RDS-03384,0,0.12
RDS-03385,0,0.15
RDS-03386,0,0.0
RDS-03387,0,0.12
RDS-03388,0,0.12
RDS-03389,1,0.22
RDS-03390,1,0.37
RDS-03391,0,0.0
RDS-03392,0,0.15
RDS-03393,1,0.3
RDS-03394,0,0.12
RDS-03395,1,0.3
RDS-03396,0,0.0
RDS-03397,1,0.25
RDS-03398,1,0.25
RDS-03399,1,0.27
RDS-03400,0,0.0
RDS-03401,0,0.15
RDS-03402,0,0.12
RDS-03403,0,0.12
RDS-03404,3,0.97
RDS-03405,0,0.12
RDS-03406,0,0.12
RDS-03407,0,0.12
RDS-03408,0,0.1
RDS-03409,1,0.3
RDS-03410,0,0.15
RDS-03411,1,0.25
RDS-03412,1,0.25
RDS-03413,0,0.12
RDS-03414,1,0.3
RDS-03415,0,0.15
RDS-03416,0,0.15
RDS-03417,0,0.12
RDS-03418,0,0.0
RDS-03419,0,0.15
RDS-03420,1,0.27
RDS-03421,1,0.3
RDS-03422,1,0.25
RDS-03423,1,0.25
RDS-03424,1,0.3
RDS-03425,0,0.12
RDS-03426,0,0.15
RDS-03427,0,0.12
RDS-03428,0,0.12
RDS-03429,1,0.27
RDS-03430,0,0.0
RDS-03431,0,0.15
RDS-03432,0,0.0
RDS-03433,0,0.1
RDS-03434,1,0.4
RDS-03435,0,0.0
RDS-03436,0,0.1
RDS-03437,1,0.37
RDS-03438,1,0.27
RDS-03439,1,0.3
RDS-03440,0,0.1
RDS-03441,1,0.2
RDS-03442,0,0.0
RDS-03443,1,0.25
RDS-03444,0,0.12
RDS-03445,0,0.15
RDS-03446,0,0.0
RDS-03447,0,0.1
RDS-03448,2,0.52
RDS-03449,3,0.72
RDS-03450,1,0.3
RDS-03451,0,0.15
RDS-03452,0,0.12
RDS-03453,1,0.27
RDS-03454,0,0.12
RDS-03455,2,0.57
RDS-03456,0,0.1
RDS-03457,1,0.25
RDS-03458,1,0.25
RDS-03459,0,0.15
RDS-03460,0,0.0
RDS-03461,0,0.12
RDS-03462,0,0.15
RDS-03463,0,0.0
RDS-03464,0,0.0
RDS-03465,1,0.4
RDS-03466,1,0.3
RDS-03467,0,0.15
RDS-03468,1,0.27
RDS-03469,3,1.0
RDS-03470,0,0.1
RDS-03471,1,0.27
RDS-03472,0,0.0
RDS-03473,0,0.12
RDS-03474,3,0.7
RDS-03475,1,0.42
RDS-03476,1,0.22
RDS-03477,1,0.27
RDS-03478,1,0.37
RDS-03479,1,0.42
RDS-03480,0,0.15
RDS-03481,0,0.1
RDS-03482,0,0.15
RDS-03483,0,0.15
RDS-03484,1,0.37
RDS-03485,1,0.22
RDS-03486,0,0.12
RDS-03487,1,0.37
RDS-03488,1,0.27
RDS-03489,0,0.0
RDS-03490,1,0.4
RDS-03491,1,0.42
RDS-03492,2,0.65
RDS-03493,0,0.15
RDS-03494,0,0.12
RDS-03495,3,0.77
RDS-03496,2,0.55
RDS-03497,2,0.52
RDS-03498,0,0.12
RDS-03499,2,0.67
RDS-03500,1,0.27
RDS-03501,2,0.62
RDS-03502,1,0.27
RDS-03503,0,0.12
RDS-03504,0,0.15
RDS-03505,0,0.0
RDS-03506,0,0.15
RDS-03507,1,0.4
RDS-03508,0,0.15
RDS-03509,0,0.0
RDS-03510,0,0.15
RDS-03511,0,0.12
RDS-03512,0,0.15
RDS-03513,0,0.0
RDS-03514,0,0.15
RDS-03515,0,0.0
RDS-03516,1,0.27
RDS-03517,0,0.12
RDS-03518,0,0.0
RDS-03519,0,0.0
RDS-03520,2,0.57
RDS-03521,0,0.0
RDS-03522,0,0.1
RDS-03523,0,0.15
RDS-03524,1,0.35
RDS-03525,1,0.22
RDS-03526,3,0.7
RDS-03527,1,0.42
RDS-03528,0,0.15
RDS-03529,1,0.4
RDS-03530,0,0.0
RDS-03531,1,0.25
RDS-03532,1,0.3
RDS-03533,1,0.45
RDS-03534,0,0.15
RDS-03535,0,0.12
RDS-03536,0,0.15
RDS-03537,0,0.1
RDS-03538,3,0.7
RDS-03539,0,0.15
RDS-03540,0,0.0
RDS-03541,1,0.25
RDS-03542,0,0.12
RDS-03543,1,0.27
RDS-03544,0,0.12
RDS-03545,1,0.37
RDS-03546,0,0.12
RDS-03547,1,0.27
RDS-03548,2,0.67
RDS-03549,2,0.52
RDS-03550,0,0.1
RDS-03551,0,0.15
RDS-03552,0,0.0
RDS-03553,0,0.15
RDS-03554,0,0.15
RDS-03555,0,0.15
RDS-03556,0,0.15
RDS-03557,0,0.1
RDS-03558,2,0.55
RDS-03559,0,0.0
RDS-03560,2,0.65
RDS-03561,0,0.15
RDS-03562,0,0.15
RDS-03563,0,0.0
RDS-03564,1,0.37
RDS-03565,1,0.25
RDS-03566,1,0.27
RDS-03567,1,0.4
RDS-03568,1,0.35
RDS-03569,2,0.67
RDS-03570,0,0.12
RDS-03571,0,0.12
RDS-03572,0,0.12
RDS-03573,0,0.12
RDS-03574,1,0.27
RDS-03575,1,0.37
RDS-03576,0,0.15
RDS-03577,1,0.25
RDS-03578,0,0.15
RDS-03579,0,0.0
RDS-03580,3,0.7
RDS-03581,1,0.3
RDS-03582,1,0.4
RDS-03583,0,0.0
RDS-03584,1,0.4
RDS-03585,2,0.55
RDS-03586,0,0.0
RDS-03587,0,0.1
RDS-03588,0,0.1
RDS-03589,0,0.12
RDS-03590,1,0.42
RDS-03591,1,0.25
RDS-03592,0,0.0
RDS-03593,0,0.15
RDS-03594,0,0.15
RDS-03595,1,0.37
RDS-03596,0,0.12
RDS-03597,1,0.25
RDS-03598,0,0.0
RDS-03599,0,0.0
RDS-03600,0,0.15
RDS-03601,0,0.0
RDS-03602,2,0.67
RDS-03603,1,0.25
RDS-03604,3,0.7
RDS-03605,0,0.1
RDS-03606,1,0.42
RDS-03607,0,0.1
RDS-03608,0,0.0
RDS-03609,1,0.25
RDS-03610,2,0.55
RDS-03611,0,0.0
RDS-03612,0,0.15
RDS-03613,2,0.67
RDS-03614,2,0.57
RDS-03615,0,0.15
RDS-03616,0,0.0
RDS-03617,1,0.25
RDS-03618,0,0.0
RDS-03619,0,0.0
RDS-03620,0,0.12
RDS-03621,1,0.3
RDS-03622,1,0.37
RDS-03623,1,0.22
RDS-03624,0,0.15
RDS-03625,0,0.15
RDS-03626,0,0.15
RDS-03627,0,0.0
RDS-03628,3,0.7
RDS-03629,0,0.0
RDS-03630,0,0.0
RDS-03631,0,0.15
RDS-03632,0,0.15
RDS-03633,2,0.52
RDS-03634,1,0.25
RDS-03635,0,0.1
RDS-03636,1,0.27
RDS-03637,1,0.27
RDS-03638,1,0.27
RDS-03639,3,0.77
RDS-03640,0,0.12
RDS-03641,0,0.0
RDS-03642,1,0.37
RDS-03643,1,0.37
RDS-03644,1,0.27
RDS-03645,0,0.12
RDS-03646,0,0.12
RDS-03647,1,0.25
RDS-03648,1,0.4
RDS-03649,0,0.0
RDS-03650,1,0.25
RDS-03651,0,0.15
RDS-03652,0,0.0
RDS-03653,0,0.0
RDS-03654,0,0.1
RDS-03655,1,0.27
RDS-03656,0,0.0
RDS-03657,0,0.15
RDS-03658,0,0.15
RDS-03659,1,0.32
RDS-03660,0,0.1
RDS-03661,0,0.12
RDS-03662,0,0.15
RDS-03663,0,0.12
RDS-03664,0,0.0
RDS-03665,0,0.12
RDS-03666,0,0.15
RDS-03667,0,0.15
RDS-03668,1,0.27
RDS-03669,1,0.27
RDS-03670,0,0.0
RDS-03671,1,0.27
RDS-03672,0,0.0
RDS-03673,1,0.3
RDS-03674,0,0.15
RDS-03675,1,0.25
RDS-03676,0,0.15
RDS-03677,0,0.15
RDS-03678,0,0.0
RDS-03679,3,0.77
RDS-03680,2,0.65
RDS-03681,0,0.0
RDS-03682,0,0.0
RDS-03683,1,0.25
RDS-03684,1,0.27
RDS-03685,0,0.1
RDS-03686,0,0.15
RDS-03687,0,0.15
RDS-03688,0,0.0
RDS-03689,2,0.55
RDS-03690,2,0.65
RDS-03691,1,0.27
RDS-03692,1,0.27
RDS-03693,0,0.15
RDS-03694,0,0.12
RDS-03695,1,0.35
RDS-03696,2,0.55
RDS-03697,0,0.0
RDS-03698,0,0.15
RDS-03699,0,0.0
RDS-03700,2,0.65
RDS-03701,0,0.1
RDS-03702,1,0.27
RDS-03703,0,0.15
RDS-03704,0,0.15
RDS-03705,0,0.0
RDS-03706,0,0.12
RDS-03707,1,0.45
RDS-03708,0,0.1
RDS-03709,1,0.3
RDS-03710,0,0.15
RDS-03711,0,0.15
RDS-03712,0,0.0
RDS-03713,1,0.25
RDS-03714,0,0.12
RDS-03715,2,0.67
RDS-03716,1,0.27
RDS-03717,1,0.22
RDS-03718,1,0.25
RDS-03719,1,0.27
RDS-03720,0,0.0
RDS-03721,0,0.0
RDS-03722,1,0.25
RDS-03723,0,0.15
RDS-03724,0,0.0
RDS-03725,0,0.0
RDS-03726,1,0.25
RDS-03727,1,0.4
RDS-03728,1,0.25
RDS-03729,0,0.1
RDS-03730,2,0.67
RDS-03731,1,0.25
RDS-03732,1,0.25
RDS-03733,0,0.12
RDS-03734,1,0.27
RDS-03735,0,0.12
RDS-03736,0,0.12
RDS-03737,0,0.0
RDS-03738,1,0.37
RDS-03739,0,0.0
RDS-03740,1,0.27
RDS-03741,3,0.7
RDS-03742,1,0.32
RDS-03743,0,0.15
RDS-03744,0,0.12
RDS-03745,0,0.15
RDS-03746,0,0.0
RDS-03747,0,0.15
RDS-03748,1,0.25
RDS-03749,0,0.15
RDS-03750,0,0.0
RDS-03751,0,0.15
RDS-03752,1,0.25
RDS-03753,0,0.0
RDS-03754,0,0.12
RDS-03755,0,0.1
RDS-03756,2,0.47
RDS-03757,0,0.1
RDS-03758,1,0.22
RDS-03759,1,0.22
RDS-03760,0,0.12
RDS-03761,0,0.12
RDS-03762,1,0.22
RDS-03763,1,0.45
RDS-03764,1,0.27
RDS-03765,0,0.12
RDS-03766,1,0.3
RDS-03767,0,0.12
RDS-03768,2,0.52
RDS-03769,1,0.25
RDS-03770,0,0.15
RDS-03771,0,0.0
RDS-03772,0,0.0
RDS-03773,3,0.75
RDS-03774,1,0.25
RDS-03775,1,0.27
RDS-03776,0,0.1
RDS-03777,1,0.42
RDS-03778,1,0.3
RDS-03779,0,0.0
RDS-03780,1,0.37
RDS-03781,0,0.15
RDS-03782,1,0.4
RDS-03783,0,0.0
RDS-03784,1,0.27
RDS-03785,3,0.77
RDS-03786,1,0.27
RDS-03787,0,0.1
RDS-03788,1,0.42
RDS-03789,1,0.25
RDS-03790,1,0.22
RDS-03791,1,0.25
RDS-03792,0,0.15
RDS-03793,0,0.15
RDS-03794,1,0.3
RDS-03795,0,0.0
RDS-03796,0,0.12
RDS-03797,0,0.15
RDS-03798,0,0.15
RDS-03799,0,0.0
RDS-03800,0,0.15
RDS-03801,0,0.15
RDS-03802,1,0.42
RDS-03803,1,0.25
RDS-03804,0,0.12
RDS-03805,2,0.5
RDS-03806,3,0.87
RDS-03807,0,0.12
RDS-03808,0,0.1
RDS-03809,0,0.12
RDS-03810,0,0.15
RDS-03811,0,0.0
RDS-03812,1,0.37
RDS-03813,0,0.12
RDS-03814,2,0.52
RDS-03815,1,0.22
RDS-03816,3,0.75
RDS-03817,0,0.12
RDS-03818,1,0.25
RDS-03819,0,0.15
RDS-03820,0,0.1
RDS-03821,0,0.1
RDS-03822,0,0.1
RDS-03823,0,0.0
RDS-03824,1,0.27
RDS-03825,0,0.0
RDS-03826,0,0.15
RDS-03827,0,0.12
RDS-03828,0,0.0
RDS-03829,0,0.12
RDS-03830,0,0.12
RDS-03831,1,0.25
RDS-03832,0,0.15
RDS-03833,1,0.25
RDS-03834,0,0.12
RDS-03835,0,0.15
RDS-03836,1,0.27
RDS-03837,1,0.3
RDS-03838,1,0.42
RDS-03839,2,0.55
RDS-03840,0,0.15
RDS-03841,0,0.0
RDS-03842,1,0.27
RDS-03843,1,0.27
RDS-03844,0,0.15
RDS-03845,1,0.3
RDS-03846,0,0.15
RDS-03847,0,0.0
RDS-03848,0,0.12
RDS-03849,0,0.15
RDS-03850,0,0.15
RDS-03851,0,0.1
RDS-03852,0,0.0
RDS-03853,0,0.12
RDS-03854,1,0.35
RDS-03855,0,0.0
RDS-03856,2,0.52
RDS-03857,0,0.12
RDS-03858,0,0.12
RDS-03859,1,0.37
RDS-03860,1,0.27
RDS-03861,1,0.27
RDS-03862,1,0.42
RDS-03863,1,0.27
RDS-03864,1,0.4
RDS-03865,0,0.0
RDS-03866,0,0.15
RDS-03867,0,0.15
RDS-03868,2,0.55
RDS-03869,1,0.4
RDS-03870,0,0.0
RDS-03871,0,0.1
RDS-03872,1,0.27
RDS-03873,1,0.37
RDS-03874,0,0.0
RDS-03875,0,0.15
RDS-03876,0,0.0
RDS-03877,0,0.0
RDS-03878,1,0.25
RDS-03879,0,0.1
RDS-03880,2,0.55
RDS-03881,0,0.1
RDS-03882,0,0.12
RDS-03883,1,0.27
RDS-03884,3,0.72
RDS-03885,0,0.15
RDS-03886,0,0.15
RDS-03887,0,0.1
RDS-03888,0,0.15
RDS-03889,0,0.0
RDS-03890,1,0.25
RDS-03891,1,0.3
RDS-03892,0,0.15
RDS-03893,1,0.4
RDS-03894,0,0.1
RDS-03895,0,0.0
RDS-03896,0,0.0
RDS-03897,0,0.15
RDS-03898,1,0.3
RDS-03899,0,0.0
RDS-03900,2,0.52
RDS-03901,0,0.12
RDS-03902,0,0.15
RDS-03903,2,0.55
RDS-03904,0,0.1
RDS-03905,1,0.22
RDS-03906,1,0.37
RDS-03907,1,0.37
RDS-03908,0,0.12
RDS-03909,1,0.4
RDS-03910,1,0.42
RDS-03911,1,0.42
RDS-03912,0,0.15
RDS-03913,1,0.25
RDS-03914,0,0.0
RDS-03915,0,0.0
RDS-03916,0,0.1
RDS-03917,3,0.77
RDS-03918,1,0.3
RDS-03919,0,0.15
RDS-03920,0,0.0
RDS-03921,0,0.12
RDS-03922,0,0.12
RDS-03923,0,0.15
RDS-03924,0,0.0
RDS-03925,1,0.27
RDS-03926,1,0.27
RDS-03927,0,0.15
RDS-03928,0,0.12
RDS-03929,0,0.15
RDS-03930,0,0.0
RDS-03931,1,0.25
RDS-03932,1,0.27
RDS-03933,2,0.67
RDS-03934,0,0.12
RDS-03935,1,0.37
RDS-03936,2,0.55
RDS-03937,0,0.0
RDS-03938,1,0.42
RDS-03939,0,0.15
RDS-03940,0,0.1
RDS-03941,1,0.22
RDS-03942,2,0.52
RDS-03943,0,0.15
RDS-03944,0,0.15
RDS-03945,0,0.0
RDS-03946,1,0.25
RDS-03947,1,0.25
RDS-03948,1,0.3
RDS-03949,2,0.52
RDS-03950,2,0.67
RDS-03951,0,0.0
RDS-03952,0,0.1
RDS-03953,1,0.42
RDS-03954,0,0.0
RDS-03955,1,0.27
RDS-03956,3,0.77
RDS-03957,3,0.77
RDS-03958,1,0.27
RDS-03959,2,0.47
RDS-03960,1,0.3
RDS-03961,0,0.0
RDS-03962,0,0.0
RDS-03963,0,0.0
RDS-03964,1,0.25
RDS-03965,0,0.0
RDS-03966,0,0.15
RDS-03967,0,0.0
RDS-03968,0,0.0
RDS-03969,0,0.12
RDS-03970,0,0.0
RDS-03971,2,0.47
RDS-03972,0,0.0
RDS-03973,0,0.15
RDS-03974,0,0.0
RDS-03975,0,0.12
RDS-03976,0,0.12
RDS-03977,2,0.52
RDS-03978,1,0.27
RDS-03979,1,0.4
RDS-03980,0,0.12
RDS-03981,1,0.27
RDS-03982,0,0.15
RDS-03983,2,0.5
RDS-03984,0,0.12
RDS-03985,2,0.65
RDS-03986,0,0.0
RDS-03987,0,0.15
RDS-03988,0,0.15
RDS-03989,1,0.25
RDS-03990,0,0.0
RDS-03991,1,0.27
RDS-03992,0,0.15
RDS-03993,2,0.52
RDS-03994,1,0.4
RDS-03995,3,1.0
RDS-03996,0,0.15
RDS-03997,0,0.1
RDS-03998,1,0.37
RDS-03999,0,0.12
RDS-04000,0,0.15
RDS-04001,1,0.32
RDS-04002,0,0.12
RDS-04003,1,0.27
RDS-04004,1,0.27
RDS-04005,1,0.27
RDS-04006,3,0.77
RDS-04007,2,0.67
RDS-04008,0,0.0
RDS-04009,0,0.15
RDS-04010,0,0.15
RDS-04011,0,0.0
RDS-04012,0,0.15
RDS-04013,1,0.25
RDS-04014,1,0.25
RDS-04015,0,0.0
RDS-04016,1,0.22
RDS-04017,0,0.0
RDS-04018,1,0.3
RDS-04019,0,0.15
RDS-04020,1,0.25
RDS-04021,0,0.0
RDS-04022,1,0.27
RDS-04023,0,0.0
RDS-04024,0,0.12
RDS-04025,0,0.0
RDS-04026,1,0.4
RDS-04027,0,0.12
RDS-04028,3,0.87
RDS-04029,1,0.22
RDS-04030,1,0.27
RDS-04031,0,0.0
RDS-04032,0,0.15
RDS-04033,0,0.0
RDS-04034,1,0.27
RDS-04035,1,0.25
RDS-04036,0,0.0
RDS-04037,0,0.1
RDS-04038,1,0.27
RDS-04039,1,0.22
RDS-04040,1,0.25
RDS-04041,1,0.25
RDS-04042,1,0.25
RDS-04043,0,0.0
RDS-04044,0,0.12
RDS-04045,1,0.45
RDS-04046,0,0.15
RDS-04047,2,0.67
RDS-04048,0,0.0
RDS-04049,1,0.35
RDS-04050,0,0.15
RDS-04051,1,0.27
RDS-04052,2,0.55
RDS-04053,1,0.25
RDS-04054,1,0.32
RDS-04055,0,0.1
RDS-04056,0,0.15
RDS-04057,0,0.15
RDS-04058,2,0.47
RDS-04059,0,0.15
RDS-04060,0,0.0
RDS-04061,0,0.0
RDS-04062,0,0.0
RDS-04063,0,0.15
RDS-04064,0,0.0
RDS-04065,1,0.27
RDS-04066,0,0.15
RDS-04067,0,0.1
RDS-04068,0,0.0
RDS-04069,0,0.1
RDS-04070,2,0.5
RDS-04071,1,0.3
RDS-04072,3,0.87
RDS-04073,3,0.77
RDS-04074,1,0.27
RDS-04075,0,0.0
RDS-04076,0,0.15
RDS-04077,1,0.42
RDS-04078,1,0.27
RDS-04079,0,0.12
RDS-04080,0,0.0
RDS-04081,0,0.12
RDS-04082,0,0.15
RDS-04083,0,0.0
RDS-04084,2,0.65
RDS-04085,0,0.12
RDS-04086,1,0.27
RDS-04087,1,0.25
RDS-04088,1,0.25
RDS-04089,1,0.25
RDS-04090,0,0.15
RDS-04091,2,0.5
RDS-04092,1,0.42
RDS-04093,0,0.1
RDS-04094,0,0.0
RDS-04095,0,0.0
RDS-04096,0,0.15
RDS-04097,1,0.37
RDS-04098,1,0.37
RDS-04099,0,0.0
RDS-04100,2,0.52
RDS-04101,2,0.62
RDS-04102,0,0.15
RDS-04103,0,0.15
RDS-04104,1,0.25
RDS-04105,0,0.15
RDS-04106,1,0.3
RDS-04107,1,0.25
RDS-04108,2,0.65
RDS-04109,1,0.27
RDS-04110,1,0.3
RDS-04111,1,0.3
RDS-04112,1,0.27
RDS-04113,0,0.15
RDS-04114,1,0.42
RDS-04115,0,0.15
RDS-04116,1,0.27
RDS-04117,0,0.0
RDS-04118,1,0.27
RDS-04119,1,0.22
RDS-04120,0,0.15
RDS-04121,0,0.12
RDS-04122,1,0.42
RDS-04123,3,0.75
RDS-04124,0,0.12
RDS-04125,0,0.12
RDS-04126,1,0.22
RDS-04127,0,0.15
RDS-04128,0,0.12
RDS-04129,0,0.15
RDS-04130,0,0.0
RDS-04131,0,0.1
RDS-04132,0,0.15
RDS-04133,0,0.0
RDS-04134,2,0.5
RDS-04135,1,0.37
RDS-04136,0,0.0
RDS-04137,0,0.0
RDS-04138,0,0.15
RDS-04139,1,0.35
RDS-04140,1,0.27
RDS-04141,1,0.4
RDS-04142,0,0.15
RDS-04143,0,0.0
RDS-04144,1,0.27
RDS-04145,3,0.77
RDS-04146,0,0.12
RDS-04147,1,0.27
RDS-04148,1,0.42
RDS-04149,2,0.52
RDS-04150,1,0.27
RDS-04151,0,0.15
RDS-04152,0,0.1
RDS-04153,1,0.25
RDS-04154,2,0.65
RDS-04155,0,0.12
RDS-04156,0,0.1
RDS-04157,0,0.1
RDS-04158,0,0.0
RDS-04159,0,0.15
RDS-04160,1,0.3
RDS-04161,1,0.27
RDS-04162,0,0.15
RDS-04163,1,0.27
RDS-04164,1,0.35
RDS-04165,0,0.15
RDS-04166,2,0.55
RDS-04167,1,0.42
RDS-04168,0,0.12
RDS-04169,1,0.37
RDS-04170,0,0.1
RDS-04171,0,0.0
RDS-04172,1,0.27
RDS-04173,0,0.0
RDS-04174,3,0.77
RDS-04175,1,0.27
RDS-04176,0,0.0
RDS-04177,0,0.0
RDS-04178,0,0.0
RDS-04179,0,0.15
RDS-04180,0,0.0
RDS-04181,1,0.27
RDS-04182,1,0.4
RDS-04183,1,0.27
RDS-04184,1,0.2
RDS-04185,0,0.0
RDS-04186,0,0.0
RDS-04187,0,0.0
RDS-04188,0,0.15
RDS-04189,1,0.3
RDS-04190,1,0.27
RDS-04191,1,0.37
RDS-04192,1,0.27
RDS-04193,1,0.27
RDS-04194,1,0.42
RDS-04195,1,0.3
RDS-04196,1,0.27
RDS-04197,2,0.55
RDS-04198,2,0.67
RDS-04199,0,0.1
RDS-04200,1,0.25
RDS-04201,0,0.0
RDS-04202,2,0.55
RDS-04203,2,0.55
RDS-04204,0,0.0
RDS-04205,1,0.27
RDS-04206,0,0.0
RDS-04207,1,0.35
RDS-04208,1,0.25
RDS-04209,0,0.0
RDS-04210,0,0.1
RDS-04211,0,0.15
RDS-04212,0,0.15
RDS-04213,1,0.35
RDS-04214,0,0.0
RDS-04215,1,0.37
RDS-04216,0,0.15
RDS-04217,1,0.37
RDS-04218,1,0.37
RDS-04219,0,0.12
RDS-04220,1,0.27
RDS-04221,1,0.4
RDS-04222,1,0.37
RDS-04223,1,0.22
RDS-04224,0,0.1
RDS-04225,1,0.4
RDS-04226,0,0.1
RDS-04227,0,0.15
RDS-04228,0,0.15
RDS-04229,0,0.0
RDS-04230,0,0.0
RDS-04231,0,0.15
RDS-04232,0,0.12
RDS-04233,2,0.52
RDS-04234,0,0.0
RDS-04235,0,0.15
RDS-04236,1,0.22
RDS-04237,1,0.27
RDS-04238,0,0.1
RDS-04239,0,0.0
RDS-04240,1,0.4
RDS-04241,1,0.27
RDS-04242,1,0.27
RDS-04243,0,0.12
RDS-04244,0,0.15
RDS-04245,0,0.12
RDS-04246,1,0.27
RDS-04247,0,0.12
RDS-04248,0,0.15
RDS-04249,2,0.5
RDS-04250,0,0.15
RDS-04251,0,0.12
RDS-04252,0,0.0
RDS-04253,0,0.15
RDS-04254,0,0.15
RDS-04255,0,0.0
RDS-04256,1,0.3
RDS-04257,1,0.37
RDS-04258,2,0.55
RDS-04259,2,0.52
RDS-04260,0,0.1
RDS-04261,0,0.0
RDS-04262,0,0.12
RDS-04263,0,0.15
RDS-04264,0,0.0
RDS-04265,2,0.52
RDS-04266,0,0.15
RDS-04267,0,0.12
RDS-04268,0,0.12
RDS-04269,0,0.15
RDS-04270,2,0.52
RDS-04271,0,0.12
RDS-04272,0,0.0
RDS-04273,1,0.4
RDS-04274,1,0.25
RDS-04275,0,0.0
RDS-04276,1,0.3
RDS-04277,2,0.55
RDS-04278,0,0.1
RDS-04279,0,0.15
RDS-04280,1,0.37
RDS-04281,1,0.27
RDS-04282,1,0.2
RDS-04283,0,0.0
RDS-04284,2,0.65
RDS-04285,1,0.27
RDS-04286,1,0.37
RDS-04287,0,0.0
RDS-04288,1,0.37
RDS-04289,1,0.27
RDS-04290,1,0.22
RDS-04291,0,0.1
RDS-04292,1,0.42
RDS-04293,1,0.42
RDS-04294,0,0.0
RDS-04295,0,0.12
RDS-04296,0,0.1
RDS-04297,1,0.4
RDS-04298,2,0.55
